Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/numerical_integral_fn?code=%3Cyour-function-key%3E&lower=0.0&upper=3.14159&N=1000,49843,0,42,47.48680081450985,29.90739999222569,610.2696000016294,8.0,277.3712812045884,0.0,42,47,51,55,65,78,100,130,270,480,610
,Aggregated,49843,0,42,47.48680081450985,29.90739999222569,610.2696000016294,8.0,277.3712812045884,0.0,42,47,51,55,65,78,100,130,270,480,610
