Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/numerical_integral/0.0/3.14159/1000,1738,875,31,33.54703204829467,26.53979999740841,102.08430000056978,85.53164556962025,9.734035862815887,4.900622197907883,31,32,34,36,43,50,61,65,81,100,100
,Aggregated,1738,875,31,33.54703204829467,26.53979999740841,102.08430000056978,85.53164556962025,9.734035862815887,4.900622197907883,31,32,34,36,43,50,61,65,81,100,100
